"reactdt","roads","mstfmds","mastfrm","thrdtds","thrgrds","pkqtycd","thercls","excdgds","roacd","orgbkfg","metsize","deaclds","therdtl","pksize","manfnme","maintin","thergrp","excldrg","deactdt","prodcat","orgbkcd","ndcnum","prodnme","orgbkds","generid","thrclds","strngth","gnindds","prdctds","deaclas","gennme","maintds","actind","siglsrc","genind","desidrg","gennme2","methadone"
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00028","Schedule II",2808080040,28,"BLENHEIM PHARMACAL, INC.",2,8,0,2010-12-31,10,"NR","10544037828","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"BLENHEIM PHARMACAL, INC.",2,8,0,2010-12-31,10,"NR","10544037830","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00056","Schedule II",2808080040,56,"BLENHEIM PHARMACAL, INC.",2,8,0,2010-12-31,10,"NR","10544037856","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"BLENHEIM PHARMACAL, INC.",2,8,0,2010-12-31,10,"NR","10544037860","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"AUROBINDO PHARMA USA, INC.",2,8,0,NA,2,"AA","13107008801","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"AUROBINDO PHARMA USA, INC.",2,8,0,NA,2,"AA","13107008830","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 01000","Schedule II",2808080040,1000,"AUROBINDO PHARMA USA, INC.",2,8,0,NA,2,"AA","13107008899","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"AUROBINDO PHARMA USA, INC.",2,8,0,NA,2,"AA","13107008901","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"AUROBINDO PHARMA USA, INC.",2,8,0,NA,2,"AA","13107008930","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 01000","Schedule II",2808080040,1000,"AUROBINDO PHARMA USA, INC.",2,8,0,NA,2,"AA","13107008999","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00007","Schedule II",2808080040,7,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067007","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00015","Schedule II",2808080040,15,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067015","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067030","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00045","Schedule II",2808080040,45,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067045","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067060","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067071","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067072","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00075","Schedule II",2808080040,75,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067075","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00180","Schedule II",2808080040,180,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067082","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00150","Schedule II",2808080040,150,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067083","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00240","Schedule II",2808080040,240,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067084","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00270","Schedule II",2808080040,270,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067086","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590067090","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590068930","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00045","Schedule II",2808080040,45,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590068945","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590068960","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590068972","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00270","Schedule II",2808080040,270,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590068986","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590068990","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet for Suspension","TBS","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"STAT RX USA",2,8,0,2014-06-01,10,"AA","16590083660","METHADONE HCL","No BioEq Prob In Std Dose Form",123566,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Injection","Solution","SOL","Methadone","Central Nervous System","EA",60,"","IJ","N","000020.0000 ML","Schedule II",2808080040,1,"AKORN OPERATING COMPANY, LLC",2,8,0,NA,2,"AP","17478038020","METHADONE HCL","Injectable Aqueous Solution",102394,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00001","Schedule II",2808080040,1,"ATLANTIC BIOLOGICALS CORP.",2,8,0,NA,4,"AA","17856052701","METHADOSE","No BioEq Prob In Std Dose Form",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",3,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000005.0000 ML","Schedule II",2808080040,1,"ATLANTIC BIOLOGICALS CORP.",2,8,0,NA,4,"AA","17856052702","METHADOSE","No BioEq Prob In Std Dose Form",102395,"Analg/Antipyr, Opiate Agonists","10 MG/1 ML","Multisource brand, generic","Rx Repackager/Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",3,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000002.0000 ML","Schedule II",2808080040,1,"ATLANTIC BIOLOGICALS CORP.",2,8,0,NA,10,"NR","17856355501","METHADONE HCL","Not Rated",102398,"Analg/Antipyr, Opiate Agonists","5 MG/5 ML","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000001.0000 ML","Schedule II",2808080040,1,"ATLANTIC BIOLOGICALS CORP.",2,8,0,NA,10,"NR","17856355502","METHADONE HCL","Not Rated",102398,"Analg/Antipyr, Opiate Agonists","5 MG/5 ML","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000005.0000 ML","Schedule II",2808080040,1,"ATLANTIC BIOLOGICALS CORP.",2,8,0,NA,10,"NR","17856355505","METHADONE HCL","Not Rated",102398,"Analg/Antipyr, Opiate Agonists","5 MG/5 ML","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000010.0000 ML","Schedule II",2808080040,1,"ATLANTIC BIOLOGICALS CORP.",2,8,0,NA,10,"NR","17856355605","METHADONE HCL","Not Rated",102393,"Analg/Antipyr, Opiate Agonists","10 MG/5 ML","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Solution","SOL","Methadone","Central Nervous System","EA",60,"","PO","N","000005.0000 ML","Schedule II",2808080040,1,"ATLANTIC BIOLOGICALS CORP.",2,8,0,NA,10,"NR","17856355606","METHADONE HCL","Not Rated",102393,"Analg/Antipyr, Opiate Agonists","10 MG/5 ML","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"PALMETTO STATE PHARMACEUTICALS",2,8,0,2013-01-01,10,"NR","23490587703","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"PALMETTO STATE PHARMACEUTICALS",2,8,0,2013-01-01,10,"NR","23490587706","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"PALMETTO STATE PHARMACEUTICALS",2,8,0,2013-01-01,10,"NR","23490587707","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"PALMETTO STATE PHARMACEUTICALS",2,8,0,2013-01-01,10,"NR","23490587709","METHADONE HCL","Not Rated",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"PALMETTO STATE PHARMACEUTICALS",2,8,0,2013-01-01,10,"NR","23490587801","METHADONE HCL","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"PALMETTO STATE PHARMACEUTICALS",2,8,0,2013-01-01,10,"NR","23490587802","METHADONE HCL","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"PALMETTO STATE PHARMACEUTICALS",2,8,0,2013-01-01,10,"NR","23490587803","METHADONE HCL","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"PALMETTO STATE PHARMACEUTICALS",2,8,0,2013-01-01,10,"NR","23490587809","METHADONE HCL","Not Rated",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"PALMETTO STATE PHARMACEUTICALS",2,8,0,2013-01-01,10,"NR","23490779801","METHADONE HCL","Not Rated",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"PALMETTO STATE PHARMACEUTICALS",2,8,0,2013-01-01,10,"NR","23490779803","METHADONE HCL","Not Rated",102396,"Analg/Antipyr, Opiate Agonists","40 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"CAMBER PHARMACEUTICALS, INC.",2,8,0,NA,2,"AA","31722094601","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00100","Schedule II",2808080040,100,"CAMBER PHARMACEUTICALS, INC.",2,8,0,NA,2,"AA","31722094701","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx-only/Generic",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00120","Schedule II",2808080040,120,"QUALITY CARE PRODUCTS, LLC",2,8,0,2021-04-30,10,"AA","35356083401","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"QUALITY CARE PRODUCTS, LLC",2,8,0,2020-10-30,10,"AA","35356083430","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"QUALITY CARE PRODUCTS, LLC",2,8,0,2020-10-30,10,"AA","35356083460","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"QUALITY CARE PRODUCTS, LLC",2,8,0,2020-10-30,10,"AA","35356083490","METHADONE HCL","No BioEq Prob In Std Dose Form",102392,"Analg/Antipyr, Opiate Agonists","10 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00030","Schedule II",2808080040,30,"QUALITY CARE PRODUCTS, LLC",2,8,0,2023-12-15,10,"AA","35356083530","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00060","Schedule II",2808080040,60,"QUALITY CARE PRODUCTS, LLC",2,8,0,2015-01-01,10,"AA","35356083560","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00090","Schedule II",2808080040,90,"QUALITY CARE PRODUCTS, LLC",2,8,0,2019-10-11,10,"AA","35356083590","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000005.0000 GM","Schedule II",9601010128,1,"MEDISCA, INC.",4,31,0,NA,11,"NR","38779010403","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000025.0000 GM","Schedule II",9601010128,1,"MEDISCA, INC.",4,31,0,NA,11,"NR","38779010404","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000100.0000 GM","Schedule II",9601010128,1,"MEDISCA, INC.",4,31,0,NA,11,"NR","38779010405","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","Y","N",7,"N","methadone hydrochloride",1
NA,"Route Not Applicable","Powder","POW","Bulk Compounding Ingredient","Pharmaceutical Aids/Adjuvants","EA",238,"","NA","N","000001.0000 GM","Schedule II",9601010128,1,"MEDISCA, INC.",4,31,0,2010-01-10,11,"NR","38779010406","METHADONE HCL","Not Rated",102391,"Pharmaceutical Aids/Adjuv, NEC","","Other/unavailable","For Compounding",2,"Methadone Hydrochloride","~Missing/Other","N","N",7,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00112","Schedule II",2808080040,112,"STAT RX USA",2,8,0,2014-06-01,10,"AA","42549057702","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","N","N",4,"N","methadone hydrochloride",1
NA,"Oral","Tablet","TAB","Methadone","Central Nervous System","EA",60,"","PO","N","EA 00028","Schedule II",2808080040,28,"STAT RX USA",2,8,0,NA,10,"AA","42549057728","METHADONE HCL","No BioEq Prob In Std Dose Form",102397,"Analg/Antipyr, Opiate Agonists","5 MG","Multisource generic","Rx Repackager/non-Innovator",2,"Methadone Hydrochloride","Both acute and chronic","Y","N",4,"N","methadone hydrochloride",1
